country,project-name,unit-name,capacity-(mw),status,reactor-type,model,owner,operator,lat,lng,location-accuracy,state/province,region,url,areas-subnat-sat-display
Poland,KGHM NuScale VOYGR modular nuclear power plant,4,77.0,announced,small modular reactor,NuScale,KGHM Polska Miedź SA [TO BE DELETED] [100%],,52.3210375,17.2786248,approximate,Greater Poland Voivodeship,Europe,https://www.gem.wiki/KGHM_NuScale_VOYGR_modular_nuclear_power_plant,"Greater Poland Voivodeship, Poland"
Poland,KGHM NuScale VOYGR modular nuclear power plant,5,77.0,announced,small modular reactor,NuScale,KGHM Polska Miedź SA [TO BE DELETED] [100%],,52.3210375,17.2786248,approximate,Greater Poland Voivodeship,Europe,https://www.gem.wiki/KGHM_NuScale_VOYGR_modular_nuclear_power_plant,"Greater Poland Voivodeship, Poland"
Poland,KGHM NuScale VOYGR modular nuclear power plant,6,77.0,announced,small modular reactor,NuScale,KGHM Polska Miedź SA [TO BE DELETED] [100%],,52.3210375,17.2786248,approximate,Greater Poland Voivodeship,Europe,https://www.gem.wiki/KGHM_NuScale_VOYGR_modular_nuclear_power_plant,"Greater Poland Voivodeship, Poland"
Ukraine,Kharkiv nuclear power plant,1,1000.0,cancelled,pressurized water reactor,VVER V-1000,,,49.6886,36.0673,exact,Kharkiv Oblast,Europe,https://www.gem.wiki/Kharkiv_nuclear_power_plant,"Kharkiv Oblast, Ukraine"
Ukraine,Kharkiv nuclear power plant,2,1000.0,cancelled,pressurized water reactor,VVER V-1000,,,49.6886,36.0673,exact,Kharkiv Oblast,Europe,https://www.gem.wiki/Kharkiv_nuclear_power_plant,"Kharkiv Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,1,1000.0,operating,pressurized water reactor,VVER V-320,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,2,1000.0,operating,pressurized water reactor,VVER V-320,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,3,1089.0,pre-construction,pressurized water reactor,VVER,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,4,1089.0,pre-construction,pressurized water reactor,VVER,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,5,1250.0,announced,pressurized water reactor,AP-1000,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Ukraine,Khmelnitski nuclear power plant,6,1250.0,announced,pressurized water reactor,AP-1000,"SE NNEGC ""Energoatom"" [100%]","SE NNEGC ""Energoatom""",50.3024,26.6473,exact,Khmelnytskyi Oblast,Europe,https://www.gem.wiki/Khmelnitski_nuclear_power_plant,"Khmelnytskyi Oblast, Ukraine"
Germany,KNK II nuclear power plant,--,21.0,retired,fast breeder reactor,Prototype,Karlsruhe Institute For Technology [100%],Kernkraftwerk-Betriebsgesellschaft MBH,49.0967,8.4398,approximate,Baden-Württemberg,Europe,https://www.gem.wiki/KNK_II_nuclear_power_plant,"Baden-Württemberg, Germany"
South Africa,Koeberg nuclear power plant,1,970.0,operating,pressurized water reactor,CP1,Eskom [100%],Eskom,-33.6746,18.4321,exact,Western Cape,Africa,https://www.gem.wiki/Koeberg_nuclear_power_plant,"Western Cape, South Africa"
South Africa,Koeberg nuclear power plant,2,970.0,operating,pressurized water reactor,CP1,Eskom [100%],Eskom,-33.6746,18.4321,exact,Western Cape,Africa,https://www.gem.wiki/Koeberg_nuclear_power_plant,"Western Cape, South Africa"
Russia,Kola nuclear power plant,1-1,440.0,operating,pressurized water reactor,VVER V-230,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
Russia,Kola nuclear power plant,1-2,440.0,operating,pressurized water reactor,VVER V-230,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
Russia,Kola nuclear power plant,1-3,440.0,operating,pressurized water reactor,VVER V-213,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
Russia,Kola nuclear power plant,1-4,440.0,operating,pressurized water reactor,VVER V-213,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
Russia,Kola nuclear power plant,2-1,600.0,announced,pressurized water reactor,VVER 600,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
Russia,Kola nuclear power plant,2-2,600.0,announced,pressurized water reactor,VVER 600,Rosatom [100%],Rosenergoatom,67.4648,32.4821,exact,Murmansk Oblast,Europe,https://www.gem.wiki/Kola_nuclear_power_plant,"Murmansk Oblast, Russia"
South Korea,Kori nuclear power plant,1,607.0,retired,pressurized water reactor,WH 60,Korea Hydro & Nuclear Power CO [100%],Korea Hydro & Nuclear Power CO,35.3199,129.2948,exact,,Asia,https://www.gem.wiki/Kori_nuclear_power_plant,South Korea
South Korea,Kori nuclear power plant,2,681.0,operating,pressurized water reactor,WH F,Korea Hydro & Nuclear Power CO [100%],Korea Hydro & Nuclear Power CO,35.3199,129.2948,exact,,Asia,https://www.gem.wiki/Kori_nuclear_power_plant,South Korea
South Korea,Kori nuclear power plant,3,1046.0,operating,pressurized water reactor,WH F,Korea Hydro & Nuclear Power CO [100%],Korea Hydro & Nuclear Power CO,35.3199,129.2948,exact,,Asia,https://www.gem.wiki/Kori_nuclear_power_plant,South Korea
South Korea,Kori nuclear power plant,4,1046.0,operating,pressurized water reactor,WH F,Korea Hydro & Nuclear Power CO [100%],Korea Hydro & Nuclear Power CO,35.3199,129.2948,exact,,Asia,https://www.gem.wiki/Kori_nuclear_power_plant,South Korea
India,Kovvada nuclear power plant,1,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
India,Kovvada nuclear power plant,2,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
India,Kovvada nuclear power plant,3,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
India,Kovvada nuclear power plant,4,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
India,Kovvada nuclear power plant,5,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
India,Kovvada nuclear power plant,6,1250.0,pre-construction,pressurized water reactor,AP-1000,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,18.1136,83.7117,exact,Andhra Pradesh,Asia,https://www.gem.wiki/Kovvada_nuclear_power_plant,"Andhra Pradesh, India"
Bulgaria,Kozloduy nuclear power plant,1,440.0,retired,pressurized water reactor,VVER V-230,DP RAO (State Enterprise “Radio Active Waste”) [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,2,440.0,retired,pressurized water reactor,VVER V-230,DP RAO (State Enterprise “Radio Active Waste”) [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,3,440.0,retired,pressurized water reactor,VVER V-230,DP RAO (State Enterprise “Radio Active Waste”) [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,4,440.0,retired,pressurized water reactor,VVER V-230,DP RAO (State Enterprise “Radio Active Waste”) [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,5,1040.0,operating,pressurized water reactor,VVER V-320,Bulgarian Energy Holding CO [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,6,1040.0,operating,pressurized water reactor,VVER V-320,Bulgarian Energy Holding CO [100%],,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,7,1000.0,pre-construction,pressurized water reactor,AP-1000,,,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Bulgaria,Kozloduy nuclear power plant,8,1000.0,pre-construction,pressurized water reactor,AP-1000,,,43.7497,23.7685,exact,,Europe,https://www.gem.wiki/Kozloduy_nuclear_power_plant,Bulgaria
Slovenia,Krško nuclear power plant,1,727.0,operating,pressurized water reactor,WH 2LP,Gen Energija DOO [100%],Nuklearna Elektrarna Krško,45.9389,15.51601,exact,,Europe,https://www.gem.wiki/Krško_nuclear_power_plant,Slovenia
Slovenia,Krško nuclear power plant,2,1100.0,announced,pressurized water reactor,unknown,other; Government of Croatia,,45.9389,15.51601,exact,,Europe,https://www.gem.wiki/Krško_nuclear_power_plant,Slovenia
Germany,Kruemmel nuclear power plant,--,1402.0,retired,boiling water reactor,BWR-69,Vattenfall Europe Nuclear Energy GMBH [100%],Kernkraftwerk Krümmel GMBH & CO OHG,53.4102,10.4096,exact,Schleswig-Holstein,Europe,https://www.gem.wiki/Kruemmel_nuclear_power_plant,"Schleswig-Holstein, Germany"
India,Kudankulam nuclear power plant,1,1000.0,operating,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
India,Kudankulam nuclear power plant,2,1000.0,operating,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
India,Kudankulam nuclear power plant,3,1000.0,construction,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
India,Kudankulam nuclear power plant,4,1000.0,construction,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
India,Kudankulam nuclear power plant,5,1000.0,construction,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
India,Kudankulam nuclear power plant,6,1000.0,construction,pressurized water reactor,VVER V-412,Nuclear Power Corporation Of India LTD [100%],Nuclear Power Corporation Of India LTD,8.1689,77.7126,exact,Tamil Nadu,Asia,https://www.gem.wiki/Kudankulam_nuclear_power_plant,"Tamil Nadu, India"
Taiwan,Kuosheng nuclear power plant,1,985.0,retired,boiling water reactor,BWR-6,Taiwan Power CO [100%],Taiwan Power CO,25.2025,121.6629,exact,,Asia,https://www.gem.wiki/Kuosheng_nuclear_power_plant,Taiwan
Taiwan,Kuosheng nuclear power plant,2,985.0,retired,boiling water reactor,BWR-6,Taiwan Power CO [100%],Taiwan Power CO,25.2025,121.6629,exact,,Asia,https://www.gem.wiki/Kuosheng_nuclear_power_plant,Taiwan
Kazakhstan,Kurchatov nuclear power plant,1,300.0,announced,unknown,unknown,,,50.7543,78.5322,approximate,East Kazakhstan,Asia,https://www.gem.wiki/Kurchatov_nuclear_power_plant,"East Kazakhstan, Kazakhstan"
Kazakhstan,Kurchatov nuclear power plant,2,300.0,announced,unknown,unknown,,,50.7543,78.5322,approximate,East Kazakhstan,Asia,https://www.gem.wiki/Kurchatov_nuclear_power_plant,"East Kazakhstan, Kazakhstan"
Russia,Kursk nuclear power plant,1-1,1000.0,retired,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,1-2,1000.0,retired,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,1-3,1000.0,operating,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,1-4,1000.0,operating,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,1-5,1100.0,cancelled,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,2-1,1255.0,construction,pressurized water reactor,VVER V-510,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,2-2,1255.0,construction,pressurized water reactor,VVER V-510,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,2-3,1255.0,announced,pressurized water reactor,VVER-TOI,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
Russia,Kursk nuclear power plant,2-4,1255.0,announced,pressurized water reactor,VVER-TOI,Rosatom [100%],Rosenergoatom,51.6764,35.6064,exact,Kursk Oblast,Europe,https://www.gem.wiki/Kursk_nuclear_power_plant,"Kursk Oblast, Russia"
United States,Lacrosse nuclear power plant,--,55.0,retired,boiling water reactor,unknown,,Dairyland Power,43.5601,-91.2316,exact,Wisconsin,Americas,https://www.gem.wiki/Lacrosse_nuclear_power_plant,"Wisconsin, United States"
Mexico,Laguna Verde nuclear power plant,1,805.0,operating,boiling water reactor,BWR-5,Comision Federal De Electricidad [100%],Comision Federal De Electricidad,19.7208,-96.4064,exact,Veracruz,Americas,https://www.gem.wiki/Laguna_Verde_nuclear_power_plant,"Veracruz, Mexico"
Mexico,Laguna Verde nuclear power plant,2,803.0,operating,boiling water reactor,BWR-5,Comision Federal De Electricidad [100%],Comision Federal De Electricidad,19.7208,-96.4064,exact,Veracruz,Americas,https://www.gem.wiki/Laguna_Verde_nuclear_power_plant,"Veracruz, Mexico"
Mexico,Laguna Verde nuclear power plant,3,1400.0,cancelled,unknown,unknown,Comision Federal De Electricidad [100%],Comision Federal De Electricidad,19.7208,-96.4064,exact,Veracruz,Americas,https://www.gem.wiki/Laguna_Verde_nuclear_power_plant,"Veracruz, Mexico"
Mexico,Laguna Verde nuclear power plant,4,1400.0,cancelled,unknown,unknown,Comision Federal De Electricidad [100%],Comision Federal De Electricidad,19.7208,-96.4064,exact,Veracruz,Americas,https://www.gem.wiki/Laguna_Verde_nuclear_power_plant,"Veracruz, Mexico"
United States,LaSalle nuclear power plant,1,1207.0,operating,boiling water reactor,BWR-5 (Mark 2),Exelon [100%],Exelon Generation CO LLC,41.2455,-88.6691,exact,Illinois,Americas,https://www.gem.wiki/LaSalle_nuclear_power_plant,"Illinois, United States"
United States,LaSalle nuclear power plant,2,1207.0,operating,boiling water reactor,BWR-5 (Mark 2),Exelon [100%],Exelon Generation CO LLC,41.2455,-88.6691,exact,Illinois,Americas,https://www.gem.wiki/LaSalle_nuclear_power_plant,"Illinois, United States"
Italy,Latina nuclear power plant,--,160.0,retired,gas-cooled reactor,MAGNOX,Societa Gestione Impanti Nucleari SPA [100%],Societa Gestione Impanti Nucleari SPA,41.4253,12.8067,exact,Lazio,Europe,https://www.gem.wiki/Latina_nuclear_power_plant,"Lazio, Italy"
France,Le Carnet nuclear power plant,1,1500.0,cancelled,pressurized water reactor,unknown,Electricité de France SA [100%],,47.2809,-1.8786,exact,Pays de la Loire,Europe,https://www.gem.wiki/Le_Carnet_nuclear_power_plant,"Pays de la Loire, France"
France,Le Carnet nuclear power plant,2,1500.0,cancelled,pressurized water reactor,unknown,Electricité de France SA [100%],,47.2809,-1.8786,exact,Pays de la Loire,Europe,https://www.gem.wiki/Le_Carnet_nuclear_power_plant,"Pays de la Loire, France"
France,Le Carnet nuclear power plant,3,1500.0,cancelled,pressurized water reactor,unknown,Electricité de France SA [100%],,47.2809,-1.8786,exact,Pays de la Loire,Europe,https://www.gem.wiki/Le_Carnet_nuclear_power_plant,"Pays de la Loire, France"
France,Le Carnet nuclear power plant,4,1500.0,cancelled,pressurized water reactor,unknown,Electricité de France SA [100%],,47.2809,-1.8786,exact,Pays de la Loire,Europe,https://www.gem.wiki/Le_Carnet_nuclear_power_plant,"Pays de la Loire, France"
Switzerland,Leibstadt nuclear power plant,--,1275.0,operating,boiling water reactor,BWR-6,Kernkraftwerk Leibstadt [100%],Kernkraftwerk Leibstadt,47.6012,8.1845,exact,Aargau,Europe,https://www.gem.wiki/Leibstadt_nuclear_power_plant,"Aargau, Switzerland"
Spain,Lemóniz nuclear power plant,1,930.0,cancelled,pressurized water reactor,unknown,Iberdrola SA [100%],,43.4333,-2.8726,exact,Autonomous Community of the Basque Country,Europe,https://www.gem.wiki/Lemóniz_nuclear_power_plant,"Autonomous Community of the Basque Country, Spain"
Spain,Lemóniz nuclear power plant,2,930.0,cancelled,pressurized water reactor,unknown,Iberdrola SA [100%],,43.4333,-2.8726,exact,Autonomous Community of the Basque Country,Europe,https://www.gem.wiki/Lemóniz_nuclear_power_plant,"Autonomous Community of the Basque Country, Spain"
Russia,Leningrad nuclear power plant,1-1,1000.0,retired,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,1-2,1000.0,retired,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,1-3,1000.0,operating,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,1-4,1000.0,operating,light water graphite reactor,RBMK-1000,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,2-1,1188.0,operating,pressurized water reactor,VVER V-491,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,2-2,1188.0,operating,pressurized water reactor,VVER V-491,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,2-3,1170.0,construction,pressurized water reactor,VVER-1200/V-491,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
Russia,Leningrad nuclear power plant,2-4,1170.0,pre-construction,pressurized water reactor,VVER-1200/V-491,Rosatom [100%],Rosenergoatom,59.8525,29.0486,exact,Leningrad oblast,Europe,https://www.gem.wiki/Leningrad_nuclear_power_plant,"Leningrad oblast, Russia"
United States,Levy County nuclear power plant,1,1250.0,cancelled,pressurized water reactor,AP-1000,Duke Energy Corp [100%],,29.0733,-82.6217,exact,Florida,Americas,https://www.gem.wiki/Levy_County_nuclear_power_plant,"Florida, United States"
United States,Levy County nuclear power plant,2,1250.0,cancelled,pressurized water reactor,AP-1000,Duke Energy Corp [100%],,29.0733,-82.6217,exact,Florida,Americas,https://www.gem.wiki/Levy_County_nuclear_power_plant,"Florida, United States"
China,Lianjiang nuclear power plant,1-1,1250.0,construction,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
China,Lianjiang nuclear power plant,1-2,1250.0,construction,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
China,Lianjiang nuclear power plant,3,1250.0,announced,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
China,Lianjiang nuclear power plant,4,1250.0,announced,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
China,Lianjiang nuclear power plant,5,1250.0,announced,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
China,Lianjiang nuclear power plant,6,1250.0,announced,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],State Nuclear Zhanjiang Nuclear Power CO LTD,21.56717,109.803537,approximate,Guangdong,Asia,https://www.gem.wiki/Lianjiang_nuclear_power_plant,"Guangdong, China"
United States,Limerick nuclear power plant,1,1194.0,operating,boiling water reactor,BWR-4 (Mark 2),Exelon [100%],Exelon Generation CO LLC,40.2243,-75.5874,exact,Pennsylvania,Americas,https://www.gem.wiki/Limerick_nuclear_power_plant,"Pennsylvania, United States"
United States,Limerick nuclear power plant,2,1194.0,operating,boiling water reactor,BWR-4 (Mark 2),Exelon [100%],Exelon Generation CO LLC,40.2243,-75.5874,exact,Pennsylvania,Americas,https://www.gem.wiki/Limerick_nuclear_power_plant,"Pennsylvania, United States"
China,Ling'ao nuclear power plant,1-1,990.0,operating,pressurized water reactor,M310,China General Nuclear Power Co Ltd [100%],Ling'ao Nuclear Power CO LTD,22.6056,114.5531,exact,Guangdong,Asia,https://www.gem.wiki/Ling'ao_nuclear_power_plant,"Guangdong, China"
China,Ling'ao nuclear power plant,1-2,990.0,operating,pressurized water reactor,M310,China General Nuclear Power Co Ltd [100%],Ling'ao Nuclear Power CO LTD,22.6056,114.5531,exact,Guangdong,Asia,https://www.gem.wiki/Ling'ao_nuclear_power_plant,"Guangdong, China"
China,Ling'ao nuclear power plant,2-3,1086.0,operating,pressurized water reactor,CPR-1000,CGNPC Nuclear Power Investment CO LTD [100%],Lingdong Nuclear Power CO LTD,22.6056,114.5531,exact,Guangdong,Asia,https://www.gem.wiki/Ling'ao_nuclear_power_plant,"Guangdong, China"
China,Ling'ao nuclear power plant,2-4,1086.0,operating,pressurized water reactor,CPR-1000,CGNPC Nuclear Power Investment CO LTD [100%],Lingdong Nuclear Power CO LTD,22.6056,114.5531,exact,Guangdong,Asia,https://www.gem.wiki/Ling'ao_nuclear_power_plant,"Guangdong, China"
Germany,Lingen nuclear power plant,--,268.0,retired,boiling water reactor,BWR with fossil fuel-fired superheater,RWE Nuclear GMBH [100%],Kernkraftwerk Lingen GMBH,52.4831,7.3005,exact,Lower Saxony,Europe,https://www.gem.wiki/Lingen_nuclear_power_plant,"Lower Saxony, Germany"
China,Linglong nuclear power plant,1,125.0,construction,pressurized water reactor,ACP-100,China National Nuclear Power CO LTD [100%],CNNC Hainan Nuclear Power CO LTD,19.459133,108.896271,exact,Hainan,Asia,https://www.gem.wiki/Linglong_nuclear_power_plant,"Hainan, China"
Taiwan,Longmen nuclear power plant,1,1350.0,cancelled,boiling water reactor,ABWR,Taiwan Power CO [100%],Taiwan Power CO,25.0389434,121.9248185,exact,,Asia,https://www.gem.wiki/Longmen_nuclear_power_plant,Taiwan
Taiwan,Longmen nuclear power plant,2,1350.0,cancelled,boiling water reactor,ABWR,Taiwan Power CO [100%],Taiwan Power CO,25.0389434,121.9248185,exact,,Asia,https://www.gem.wiki/Longmen_nuclear_power_plant,Taiwan
China,Longyou nuclear power plant,1,1250.0,cancelled,pressurized water reactor,unknown,China National Nuclear CORP; Zhejiang Energy Group CO LTD [100%],,29.0392,119.0883,approximate,Zhejiang,Asia,https://www.gem.wiki/Longyou_nuclear_power_plant,"Zhejiang, China"
