,Unnamed: 0,GEM Mine ID,name,url,status,capacity_prod,capacity_output,owners,est_emissions,lng,lat,tracker,goget_id,status_year,subnational,Climate TRACE Field Estimate Year,Climate TRACE Field Emissions Factor,areas,Fuel description,Reserves Classification (Converted),Quantity (Converted),Units (Converted),Upstream methane intensity (kg/boe),Reserves Data Year,Quantity (boe),reserves_emissions,GEM Methane Plume ID,Satellite Data Provider,Instrument,date,Provider ID,Satellite Data Provider Ref,plume_emissions,Emissions Uncertainity (kg/hr),Type of Infrastructure,Infrastructure Notes,infra_name,GEM Infrastructure Wiki,Government Well ID (Nearby),California VISTA and other Government ID Assets (Nearby),lat,infra_filter,status_legend,scaling_col
86,86,M0127,Masama Coal Mine,https://www.gem.wiki/Masama_coal_mine,operating,1.2,,Minergy Ltd,0.008,-24.053219,25.8876081,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
87,87,M0131,Butiá Leste Mine,https://www.gem.wiki/Buti%C3%A1_Leste_Mine,operating,1.02,,Copelmi Mineração Ltda,0.001,-30.102394,-51.938235,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
88,88,M0132,Seival Coal Mine,https://www.gem.wiki/Seival_mine,operating,2.12,,Copelmi Mineração Ltda,0.002,-31.449159,-53.707527,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
89,89,M0134,Han Seng Coal Mine,https://www.gem.wiki/Han_Seng_coal_mine,operating,0.06,,Han Seng Coal Mine Co,0,14.1857983,104.3192826,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
90,90,M0137,Brule Coal Mine,https://www.gem.wiki/Brule_mine,operating,1.65,,ERP Compliant Fuels,0.006,55.38667,-121.82,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
91,91,M0138,Coal Valley Coal Mine,https://www.gem.wiki/Coal_Valley_coal_mine,operating,1.92,,Prairie Mines and Royalty LLC,0.007,53.0518755,-116.7982727,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
92,92,M0140,Elkview Coal Mine,https://www.gem.wiki/Elkview_Mine,operating,5.2,,Teck Coal Partnership,0.018,49.742507,-114.823906,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
93,93,M0141,Estevan Coal Mine,https://www.gem.wiki/Estevan_coal_mine,operating,4.34,,Prairie Mines and Royalty LLC,0.003,49.092848,-102.886072,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
94,94,M0142,Fording River Operations,https://www.gem.wiki/Fording_River_Operations,operating,7.99,,Teck Coal Partnership,0.028,50.19284,-114.86473,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
95,95,M0143,Genesee Coal Mine,https://www.gem.wiki/Genesee_coal_mine,operating,5,,Capital Power LP; Westmoreland Mining LLC,0.004,53.314555,-114.286386,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
96,96,M0146,Greenhills Coal Mine,https://www.gem.wiki/Greenhills_Mine,operating,6.27,,Teck Coal Partnership; POSCO Canada Ltd,0.022,50.20028,-115.0083,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
97,97,M0150,Line Creek Coal Mine,https://www.gem.wiki/Line_Creek_Mine,operating,3.24,,Teck Coal Partnership,0.011,49.917,-114.776,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
98,98,M0154,Poplar River Coal Mine,https://www.gem.wiki/Poplar_River_mine,operating,3.3,,Prairie Mines and Royalty LLC,0.003,49.2127113,-105.4714202,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
99,99,M0158,Vista Coal Mine,https://www.gem.wiki/Vista_coal_mine,operating,6.95,,Coalspur Mines Ltd,0.024,53.3961117,-117.6478052,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
100,100,M0159,Willow Creek Coal Mine,https://www.gem.wiki/Willow_Creek_mine,operating,0.98,,ERP Compliant Fuels,0.003,55.6218806,-122.2174581,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
101,101,M0160,Wolverine Coal Mine,https://www.gem.wiki/Wolverine_mine,operating,1.01,,ERP Compliant Fuels,0.004,55.0608535,-121.2530692,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
102,102,M0339,Shenhua Baorixile Surface Coal Mine,https://www.gem.wiki/Shenhua_Baorixile_Surface_Mine,operating,35,,China Energy Baorixile Energy Company,0.073,49.391925,119.746017,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
103,103,M0341,Shenhua Heidaigou Surface Coal Mine,https://www.gem.wiki/Shenhua_Heidaigou_Surface_Mine,operating,34,,Shenhua Junggar Energy,0.079,39.794309,111.254573,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
104,104,M0440,Cerrejón Coal Mine,https://www.gem.wiki/Cerrejon_coal_mine,operating,19.7,,Carbones del Cerrejon Ltd,0.069,11.033968,-72.662926,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
105,105,M0441,El Descanso Coal Mine,https://www.gem.wiki/El_Descanso_mine,operating,20.4,,Drummond Ltd,0.072,9.7050912,-73.5231884,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
106,106,M0443,Pribbenow Coal Mine,https://www.gem.wiki/Pribbenow_coal_mine,operating,5.75,,Drummond Ltd,0.02,9.575297,-73.484914,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
107,107,M0446,Bilina Coal Mine,https://www.gem.wiki/Bilina_coal_mine,operating,9.2,,Severočeské doly AS,0.023,50.569659,13.710986,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
108,108,M0446,Bilina Coal Mine,https://www.gem.wiki/Bilina_coal_mine,proposed,＊,,Severočeské doly AS,0,50.569659,13.710986,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proposed-plus,936.0249636999176
109,109,M0447,ČSA Coal Mine,https://www.gem.wiki/CSA_coal_mine,operating,2.5,,Severní Energetická AS,0.002,50.54268,13.525303,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
110,110,M0448,Jiří Coal Mine,https://www.gem.wiki/Jiř%C3%AD_coal_mine,operating,3.8,,Sokolovská Uhelná AS,0.003,50.2161,12.6836,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
111,111,M0449,Karvina Coal Mines,https://www.gem.wiki/Karvina_coal_mines,operating,1.8,,OKD AS,0.026,49.81706578,18.54849501,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
112,112,M0450,Nástup-Tušimice Coal Mine,https://www.gem.wiki/Nastup_Tusimice_coal_mine,operating,8.6,,Severočeské doly AS,0.01,50.406429,13.386449,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
113,113,M0451,Vrsany Coal Mine,https://www.gem.wiki/Vrsany_coal_mine,operating,10,,Vršanská Uhelná AS,0.016,50.491799,13.561962,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
114,114,M0452,Garzweiler Coal Mine,https://www.gem.wiki/Garzweiler_mine,operating,23.4,,RWE Power AG,0.04,51.0839989,6.4529844,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
115,115,M0453,Hambach Coal Mine,https://www.gem.wiki/Hambach_mine,operating,23.61,,RWE Power AG,0.095,50.891826,6.5734464,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
116,116,M0454,Inden Coal Mine,https://www.gem.wiki/Inden_coal_mine,operating,15.58,,RWE Power AG,0.044,50.875,6.35,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
117,117,M0456,Nochten Coal Mine,https://www.gem.wiki/Nochten_coal_mine,operating,14.5,,Lausitz Energie Bergbau AG,0.02,51.457109,14.574709,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
118,118,M0457,Profen Coal Mine,https://www.gem.wiki/Profen_coal_mine,operating,5.96,,Mitteldeutsche Braunkohlengesellschaft mbH,0.005,51.144,12.184,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
119,119,M0458,Reichwalde Coal Mine,https://www.gem.wiki/Reichwalde_coal_mine,operating,12.5,,Lausitz Energie Bergbau AG,0.018,51.396367,14.678249,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
120,120,M0459,Vereinigtes Schleenhain Coal Mine,https://www.gem.wiki/Vereinigtes_Schleenhain_coal_mine,operating,10.41,,Mitteldeutsche Braunkohlengesellschaft mbH,0.008,51.128,12.386,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
121,121,M0460,Welzow-Süd Coal Mine,https://www.gem.wiki/Welzow-Süd_coal_mine,operating,10.4,,Lausitz Energie Bergbau AG,0.018,51.599444,14.278889,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
122,122,M0461,Megalopolis Lignite Center,https://www.gem.wiki/Megalopolis_Lignite_Centre,operating,3.5,,Lignitiki Megalopolis SA,0.007,37.427554,22.097807,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
123,123,M0462,West Macedonia Lignite Centre,https://www.gem.wiki/Western_Macedonia_Lignite_Centre,operating,10.3,,Public Power Corporation SA,0.021,40.448222,21.783496,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
124,124,M0464,Adasa Coal Mine,https://www.gem.wiki/Adasa_Coal_Mine,operating,0.61,,Western Coalfields Ltd,0,21.347003,78.953545,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
125,125,M0465,Adriyala Coal Mine,https://www.gem.wiki/Adriyala_coal_mine,operating,1.54,,The Singareni Collieries Co Ltd,0.008,18.6648,79.579,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
126,126,M0466,AKK Coal Mine,https://www.gem.wiki/AKK_coal_mine,operating,4.25,,Central Coalfields Ltd,0.003,23.7905,85.9198,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
127,127,M0467,Amadand Coal Mine,https://www.gem.wiki/Amadand_coal_mine,operating,0.87,,South Eastern Coalfields Ltd,0.001,23.157942,82.061533,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
128,128,M0468,Amalgamated Keshalpur-West Mudidih (AKWMC) Coal Mine,https://www.gem.wiki/Cluster_No._5_(BCCL),operating,4.1,,Bharat Coking Coal Ltd,0.009,23.8078,86.3221,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
129,129,M0469,Amalgamated Yekona I and II Coal Mines,https://www.gem.wiki/Amalgamated_Yekona_Mine,operating,2.75,,Western Coalfields Ltd,0.002,20.228333,78.9166666,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
130,130,M0471,Amelia North Coal Mine,https://www.gem.wiki/Amelia_(North)_coal_mine,operating,2.8,,Jaiprakash Power Ventures Ltd,0.002,24.1346,82.4264,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
131,131,M0472,Amlai Coal Mine,https://www.gem.wiki/Amlai_coal_mine,operating,2.03,,South Eastern Coalfields Ltd,0.007,23.167675,81.59593,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
132,132,M0474,Amlohri Coal Mine,https://www.gem.wiki/Amlohri_coal_mine,operating,15,,Northern Coalfields Ltd,0.05,24.134,82.593,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
133,133,M0475,Amrapali Coal Mine,https://www.gem.wiki/Magadh_Amrapali_coal_mines,operating,18,,Central Coalfields Ltd,0.033,23.889479,85.00171,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
134,134,M0476,Ananta Coal Mine,https://www.gem.wiki/Ananta_coal_mine,operating,17.1,,Mahanadi Coalfields Ltd,0.014,20.943609,85.163715,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
135,135,M0477,Ashoka Coal Mine,https://www.gem.wiki/Ashoka_coal_mine,operating,10.7,,Central Coalfields Ltd,0.009,23.724268,85.037525,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
136,136,M0478,Balaram Coal Mine,https://www.gem.wiki/Balaram_coal_mine,operating,7.74,,Mahanadi Coalfields Ltd,0.006,20.962009,85.178092,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
137,137,M0479,Baroud Coal Mine,https://www.gem.wiki/Baroud_OC_coal_mine,operating,3.5,,South Eastern Coalfields Ltd,0.003,22.268463,83.345538,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
138,138,M0481,Basundhara (West) Coal Mine,https://www.gem.wiki/Basundhara_coal_mines,operating,0.95,,Mahanadi Coalfields Ltd,0.001,22.059284,83.7304,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
139,139,M0483,Belpahar Coal Mine,https://www.gem.wiki/Belpahar_coal_mine,operating,7.51,,Mahanadi Coalfields Ltd,0.006,21.75,83.8417,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
140,140,M0484,Bharatpur Coal Mine,https://www.gem.wiki/Bharatpur_coal_mine#Location,operating,9.25,,Mahanadi Coalfields Ltd,0.007,20.95753,85.128911,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
141,141,M0485,Bhatadi Coal Mine,https://www.gem.wiki/Bhatadi_Mine,operating,1.3,,Western Coalfields Ltd,0.001,20.05738,79.267357,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
142,142,M0486,Bhubaneswari Coal Mine,https://www.gem.wiki/Bhubaneswari_coal_mine,operating,30,,Mahanadi Coalfields Ltd,0.024,20.961693,85.160099,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
143,143,M0487,Bijari Coal Mine,https://www.gem.wiki/Bijari_coal_mine,operating,0.76,,South Eastern Coalfields Ltd,0.001,22.2471,83.382797,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
144,144,M0488,Bina Coal Mine,https://www.gem.wiki/Bina_coal_mine,operating,7.69,,Northern Coalfields Ltd,0.022,24.1483,82.7476,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
145,145,M0489,Block II (BOCP) Coal Mine,https://www.gem.wiki/Block_II_mines,operating,4.1,,Bharat Coking Coal Ltd,0.015,23.75722302,86.79445561,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
146,146,M0490,Block-B Coal Mine,https://www.gem.wiki/Block_B_coal_mine,operating,4.42,,Northern Coalfields Ltd,0.004,24.17502419,82.56028175,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
147,147,M0493,Chhal Coal Mine,https://www.gem.wiki/Chhal_OC_coal_mine,operating,3.85,,South Eastern Coalfields Ltd,0.003,22.100202,83.110483,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
148,148,M0494,Chirimiri Coal Mine,https://www.gem.wiki/Chirimiri_coal_mines,operating,1.65,,South Eastern Coalfields Ltd,0.002,23.183958,82.336684,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
149,149,M0495,Chitra East Coal Mine,https://www.gem.wiki/Chitra_coal_mine,operating,1.5,,Eastern Coalfields Ltd,0.001,24.119,86.8636,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
150,150,M0496,Chotia Coal Mine,https://www.gem.wiki/Chotia_OC_coal_mine,operating,1,,Bharat Aluminium Company Ltd,0.001,22.780896,82.476655,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
151,151,M0508,Dabor Coal Mine,https://www.gem.wiki/Dabor_coal_mine,operating,0.17,,Eastern Coalfields Ltd,0,23.789723,86.915206,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
152,152,M0513,Dipka Coal Mine,https://www.gem.wiki/Dipka_coal_mine,operating,32.15,,South Eastern Coalfields Ltd,0.087,22.345077,82.544192,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
153,153,M0514,Dudhichua Coal Mine,https://www.gem.wiki/Dudhichua_coal_mine,operating,17.26,,Northern Coalfields Ltd,0.05,24.16474,82.67287,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
154,154,M0515,Dulanga Coal Mine,https://www.gem.wiki/Dulanga_coal_mine,operating,5.29,,NTPC Ltd,0.004,21.951705,83.807564,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
155,155,M0517,Durgapur Coal Mine,https://www.gem.wiki/Durgapur_Mine,operating,1.21,,Western Coalfields Ltd,0.001,20.0081,79.2989,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
156,156,M0518,Ena Coal Mine,https://www.gem.wiki/Cluster_No._7_(BCCL),operating,2.2,,Bharat Coking Coal Ltd,0.002,23.7568,86.4094,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
157,157,M0520,Gare Palma IV 1 Coal Mine,https://www.gem.wiki/Gare_Palma_IV_1_Coal_Mine,operating,3.45,,Jindal Steel & Power Ltd,0.006,22.11866,83.53358,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
158,158,M0522,Gare Palma IV 7 Coal Mine,https://www.gem.wiki/Gare_Palma_IV_7_Coal_Mine,operating,1.2,,Sarda Energy & Minerals Ltd,0.001,22.11866,83.53358,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
159,159,M0523,Gare Palma IV 8 Coal Mine,https://www.gem.wiki/Gare_Palma_IV_8_Coal_Mine,operating,0.81,,Ambujia Cements Ltd,0.001,22.11866,83.53358,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
160,160,M0524,Garjanbahal Coal Mine,https://www.gem.wiki/Garjanbahal_coal_mine,operating,17.29,,Mahanadi Coalfields Ltd,0.014,22.034519,83.74266,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
161,161,M0527,Gevra Coal Mine,https://www.gem.wiki/Gevra_coal_mine,operating,52.5,,South Eastern Coalfields Ltd,0.042,22.336312,82.545748,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
162,162,M0528,Gokul Coal Mine,https://www.gem.wiki/Gokul_Mine,operating,1.88,,Western Coalfields Ltd,0.002,20.6697222,79.29638889,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
163,163,M0529,Gondegaon-Ghatrohana Coal Mine,https://www.gem.wiki/Gondegaon_mine,operating,3.5,,Western Coalfields Ltd,0.003,21.26629731,79.19242476,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
164,164,M0532,Gouthamkhani Coal Mine,https://www.gem.wiki/Gouthamkhani_coal_mine,operating,0.66,,The Singareni Collieries Co Ltd,0.002,17.2615,80.3738,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
165,165,M0533,Hingula-II Coal Mine,https://www.gem.wiki/Hingula_II_coal_mine,operating,12.38,,Mahanadi Coalfields Ltd,0.007,20.966051,85.01637,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
166,166,M0534,Indaram Coal Mine Project,https://www.gem.wiki/Indaram_coal_mine,operating,1.5,,The Singareni Collieries Co Ltd,0.002,18.775,79.46666667,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
167,167,M0536,Itapara Coal Mine,https://www.gem.wiki/Itapara_coal_mine,operating,0.3,,Eastern Coalfields Ltd,0,23.7879,86.9786,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
168,168,M0537,Jagannath Coal Mine,https://www.gem.wiki/Jagannath_coal_mine,operating,7.5,,Mahanadi Coalfields Ltd,0.006,20.949857,85.147665,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
169,169,M0539,Jamkhani Coal Mine,https://www.gem.wiki/Jamkhani_mine,operating,0.3,,Vedanta Ltd,0.001,22.105539,83.592888,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
170,170,M0540,Jampali Coal Mine,https://www.gem.wiki/Jampali_coal_mine,operating,2.85,,South Eastern Coalfields Ltd,0.002,22.2713889,83.2811,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
171,171,M0541,Jawaharkhani 5 Coal Mine,https://www.gem.wiki/Jawahar_Khani-5_coal_mine,operating,1.88,,The Singareni Collieries Co Ltd,0.003,17.5783,80.3225,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
172,172,M0542,Jayant Coal Mine,https://www.gem.wiki/Jayant_coal_mine,operating,19.61,,Northern Coalfields Ltd,0.016,24.1583,82.6546,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
173,173,M0543,Jhanjra Coal Mine,https://www.gem.wiki/Jhanjra_coal_mine,operating,2.8,,Eastern Coalfields Ltd,0.01,23.665321,87.313146,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
174,174,M0545,Jhingurda Coal Mine,https://www.gem.wiki/Jhingurda_coal_mine,operating,3.25,,Northern Coalfields Ltd,0.003,24.212132,82.698427,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
175,175,M0547,JVR II Coal Mine,https://www.gem.wiki/JVR_II_coal_mine,operating,4.76,,The Singareni Collieries Co Ltd,0.007,17.20352062,80.79833151,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
176,176,M0551,Kalyani Khani Coal Mine,https://www.gem.wiki/Kalyani_Khani_coal_mine,operating,1.84,,The Singareni Collieries Co Ltd,0.005,19.01,79.4651,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
177,177,M0552,Gopalji Kaniha Coal Mine,https://www.gem.wiki/Kaniha_coal_mine,operating,12.15,,Mahanadi Coalfields Ltd,0.01,21.095844,85.079292,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
178,178,M0553,Kapurdi Coal Mine,https://www.gem.wiki/Kapurdi_mine#Mine_Details,operating,4.64,,Rajasthan State Minerals and Mining [51.00%]; JSW Energy Ltd [49.00%],0.004,25.9423,71.344253,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
179,179,M0555,Karo Coal Mine,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,operating,2.11,,Central Coalfields Ltd,0.007,23.791654,85.973236,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
180,180,M0556,Khadia Coal Mine,https://www.gem.wiki/Khadia_coal_mine,operating,15,,Northern Coalfields Ltd,0.009,24.1318,82.7144,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
181,181,M0557,Khairagura Coal Mine,https://www.gem.wiki/Khairagura_coal_mine,operating,2.36,,The Singareni Collieries Co Ltd,0.006,19.2555556,79.26666667,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
182,182,M0559,Kuya Coal Mine,https://www.gem.wiki/Cluster_No._8_(BCCL),operating,2.65,,Bharat Coking Coal Ltd,0.009,23.7363,86.4498,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
183,183,M0560,Konar Coal Mine,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,operating,6.32,,Central Coalfields Ltd,0.022,24.155314,86.303182,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
184,184,M0561,Koyagudem Coal Mines,https://www.gem.wiki/Koyagudem_coal_mine,operating,3.44,,The Singareni Collieries Co Ltd,0.003,17.6258,80.4845,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
185,185,M0562,Krishnashila Coal Mine,https://www.gem.wiki/Krishnashila_coal_mine,operating,7,,Northern Coalfields Ltd,0.006,24.12435195,82.74250031,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
186,186,M0563,Kulda Coal Mine,https://www.gem.wiki/Kulda_coal_mine,operating,21,,Mahanadi Coalfields Ltd,0.017,22.033526,83.734846,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
187,187,M0564,Kusmunda Coal Mine,https://www.gem.wiki/Kusmunda_coal_mine,operating,43.5,,South Eastern Coalfields Ltd,0.035,22.332635,82.666666,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
188,188,M0565,Lajkura Coal Mine,https://www.gem.wiki/Lajkura_coal_mine,operating,4.5,,Mahanadi Coalfields Ltd,0.004,21.814345,83.901262,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
189,189,M0566,Lakhanpur Coal Mine,https://www.gem.wiki/Lakhanpur_coal_mine,operating,22.5,,Mahanadi Coalfields Ltd,0.018,21.7451,83.8401,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
190,190,M0567,Lingaraj Coal Mine,https://www.gem.wiki/Lingaraj_coal_mine,operating,16.51,,Mahanadi Coalfields Ltd,0.051,20.960432,85.200747,Coal Mines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
