country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
New Zealand,Kawerau 1 Binary geothermal power plant,TG2,,3.5,operating,1989,,,Mercury NZ Ltd; Eastland Generation,-38.0624878,176.7269386,exact,,,Oceania,G100001048513,L100001043029,https://www.gem.wiki/Kawerau_1_Binary_geothermal_power_plant,binary cycle
New Zealand,Kawerau geothermal power plant,1,,100.0,operating,2008,,Mercury NZ,Mercury NZ Ltd [100%],-38.0631,176.7272,exact,,Bay of Plenty,Oceania,G100000700128,L100000700077,https://www.gem.wiki/Kawerau_geothermal_power_plant,flash steam - double
Philippines,Kayabon geothermal power plant,1,,30.0,announced,2026,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],12.2549,123.5327,approximate,,Masbate,Asia,G100000700129,L100000700078,https://www.gem.wiki/Kayabon_geothermal_power_plant,unknown type
Türkiye,Kemaliye geothermal power plant,--,"Jeotermal Kemaliye, Enerjeo Kemaliye Enerji Üretim Aş. Jeotermal Santrali, Kemaliye Alaşehir Jeotermal Santrali",26.5,operating,2016,,Enerjeo,Enerjeo,38.4351,28.42364,exact,,,Asia,G100001050554,L100001044977,https://www.gem.wiki/Kemaliye_geothermal_power_plant,binary cycle
Türkiye,Ken Kipas geothermal power plant,1,"Maren Ken Kipaş-3 Jeotermal Santrali, Maren Ken Kipaş-1 Santrali",24.0,operating,,,,Kipas Holding AŞ,37.83632518,27.90369428,exact,,,Asia,G100001050588,L100001045001,https://www.gem.wiki/Ken_Kipas_geothermal_power_plant,binary cycle
Türkiye,Ken Kipas geothermal power plant,3,"Maren Ken Kipaş-3 Jeotermal Santrali, Maren Ken Kipaş-1 Santrali",24.8,operating,,,,Kipas Holding AŞ,37.83632518,27.90369428,exact,,,Asia,G100001050589,L100001045001,https://www.gem.wiki/Ken_Kipas_geothermal_power_plant,binary cycle
Indonesia,Kepahiang geothermal power plant,1,,55.0,pre-construction,2027,,,PT PLN (Persero) [100%],-3.629,102.6009,approximate,,Bengkulu,Asia,G100000700350,L100000700204,https://www.gem.wiki/Kepahiang_geothermal_power_plant,unknown type
Indonesia,Kepahiang geothermal power plant,2,,55.0,pre-construction,2027,,,PT PLN (Persero) [100%],-3.629,102.6009,approximate,,Bengkulu,Asia,G100000700351,L100000700204,https://www.gem.wiki/Kepahiang_geothermal_power_plant,unknown type
Türkiye,Kiper Nazili geothermal power plant,--,,10.2,operating,,,,Kiper Elektrik AŞ,37.90321628,28.33170649,approximate,,,Asia,G100001050575,L100001044995,https://www.gem.wiki/Kiper_Nazili_geothermal_power_plant,binary cycle
Germany,Kirchstockach geothermal power plant,--,Geothermie Kirchstockach,5.6,operating,2012,,Stadtwerke München,Stadtwerke München GmbH,48.0275943,11.6877899,exact,,,Europe,G100001048264,L100001042912,https://www.gem.wiki/Kirchstockach_geothermal_power_plant,binary cycle
Japan,Kirishima geothermal power plant,--,,5.0,pre-construction,2026,,,Kyuden Mirai Energy Co Inc,31.88536,130.85677,approximate,,,Asia,G100001048380,L100001042971,https://www.gem.wiki/Kijiyama_geothermal_power_plant,binary cycle
Türkiye,Kızıldere-1 geothermal power plant,Rehabilitation,,15.0,operating,2013,,,Zorlu Enerji [100%],37.9499,28.8354,exact,,,Asia,G100000700448,L100000700246,https://www.gem.wiki/Kızıldere-1_geothermal_power_plant,flash steam - single
Türkiye,Kızıldere-2 geothermal power plant,--,Kızıldere Jeotermal Santrali,80.0,operating,2013,,Zorlu Enerji,Zorlu Enerji [100%],37.9499,28.8354,exact,Denizli,Denizli,Asia,G100000700130,L100000700079,https://www.gem.wiki/Kızıldere-2_geothermal_power_plant,flash steam - triple
Türkiye,Kızıldere-3 geothermal power plant,1,,100.0,operating,2017,,Zorlu Enerji,Zorlu Enerji [100%],37.9498838,28.8432151,exact,Karataş,,Asia,G100000700132,L100000700080,https://www.gem.wiki/Kızıldere-3_geothermal_power_plant,flash steam - triple
Türkiye,Kızıldere-3 geothermal power plant,2,,66.0,operating,2018,,Zorlu Enerji,Zorlu Enerji [100%],37.9498838,28.8432151,exact,Karataş,,Asia,G100000700131,L100000700080,https://www.gem.wiki/Kızıldere-3_geothermal_power_plant,flash steam - triple
Türkiye,Kızıldere-4 geothermal power plant,--,,60.0,pre-construction,,,,Zorlu Enerji [100%],38.6126,27.4334,approximate,Manisa,,Asia,G100000700133,L100000700081,https://www.gem.wiki/Kızıldere-4_geothermal_power_plant,unknown type
Indonesia,Klabat Wineru geothermal power plant,--,,40.0,announced,,,,,1.446349437,125.0332977,approximate,,,Asia,G100001030959,L100001025883,https://www.gem.wiki/Klabat_Wineru_geothermal_power_plant,unknown type
Türkiye,Kocaer geothermal power plant,--,Kocaer 1 Jeotermal Enerji Santrali,24.0,pre-construction,2026,,,Kocaer Çelik Sanayi ve Ticaret AŞ,37.9112901,28.4598887,approximate,,,Asia,G100001050633,L100001045041,https://www.gem.wiki/Kocaer_geothermal_power_plant,binary cycle
Kenya,Korosi geothermal power plant,--,,100.0,pre-construction,,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),0.91853,36.18405,approximate,,,Africa,G100001048464,L100001043005,https://www.gem.wiki/Korosi_geothermal_power_plant,unknown type
Iceland,Krafla geothermal power plant,1,,30.0,operating,1977,,Landsvirkjun,Landsvirkjun [100%],65.7035,-16.7735,exact,,,Europe,G100000700134,L100000700082,https://www.gem.wiki/Krafla_geothermal_power_plant,flash steam - double
Iceland,Krafla geothermal power plant,2,,30.0,operating,1999,,Landsvirkjun,Landsvirkjun [100%],65.7035,-16.7735,exact,,,Europe,G100000700135,L100000700082,https://www.gem.wiki/Krafla_geothermal_power_plant,flash steam - double
Türkiye,Kubilay geothermal power plant,--,Kubilay Jeotermal Santrali,24.0,operating,2020,,,Bestepeler Enerji Uretim Ticaret AŞ,37.82762225,27.5421161,exact,,,Asia,G100001031235,L100001026023,https://www.gem.wiki/Kubilay_geothermal_power_plant,unknown type
Croatia,Kutnjak-1 geothermal power plant,--,,16.0,announced,,,,Bukotermal doo,46.2904687,16.3266434,approximate,,,Europe,G100001030294,L100001025597,https://www.gem.wiki/Kutnjak-1_geothermal_power_plant,unknown type
Türkiye,Kuyucak geothermal power plant,--,Kuyucak Jeotermal Elektrik,18.0,operating,2017,,,Albioma Kuyucak Jeotermal Elektrik Uretim Anonim Sirketi,37.91588,28.52999,exact,,,Asia,G100001050571,L100001044992,https://www.gem.wiki/Kuyucak_geothermal_power_plant,binary cycle
Japan,Kyuden Ogiri geothermal power plant,--,九州電力(株) 大霧発電所,30.0,operating,1996,,Kyushu Electric Power,Kyushu Electric Power [100%],31.9318,130.7977,exact,Kirishima,,Asia,G100000700136,L100000700083,https://www.gem.wiki/Kyuden_Ogiri_geothermal_power_plant,flash steam - single
Italy,Lagoni Rossi geothermal power plant,--,Centrale Lagoni Rossi,20.0,operating,1981,,,,43.16638608,10.78502277,exact,,,Europe,G100001048307,L100001042933,https://www.gem.wiki/Lagoni_Rossi_geothermal_power_plant,dry steam
Bolivia,Laguna Colorada geothermal power plant,1,Central geotérmica Laguna Colorada,50.0,construction,2026,,Empresa Nacional de Electricidad SA (ENDE),Empresa Nacional de Electricidad SA (ENDE) [100%],-22.4254978,-67.7499615,exact,,Potosí,Americas,G100000700137,L100000700084,https://www.gem.wiki/Laguna_Colorada_geothermal_power_plant,unknown type
Bolivia,Laguna Colorada geothermal power plant,2,Central geotérmica Laguna Colorada,50.0,construction,2026,,Empresa Nacional de Electricidad SA (ENDE),Empresa Nacional de Electricidad SA (ENDE) [100%],-22.4254978,-67.7499615,exact,,Potosí,Americas,G100000700138,L100000700084,https://www.gem.wiki/Laguna_Colorada_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,1,,20.0,operating,2001,,,Pertamina Geothermal Energy [100%],1.2542,124.8199,exact,,North Sulawesi,Asia,G100000700352,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,2,,20.0,operating,2007,,,Pertamina Geothermal Energy [100%],1.2542,124.8199,exact,,North Sulawesi,Asia,G100000700353,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,3,,20.0,operating,2009,,,Pertamina Geothermal Energy [100%],1.2712,124.8354,exact,,North Sulawesi,Asia,G100000700354,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,4,,20.0,operating,2011,,,Pertamina Geothermal Energy [100%],1.2712,124.8354,exact,,North Sulawesi,Asia,G100000700355,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,5,,20.0,operating,2016,,,Pertamina Geothermal Energy [100%],1.1745491,124.7953847,exact,,,Asia,G100000700356,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,flash steam - single
Indonesia,Lahendong geothermal power plant,6,,20.0,operating,2016,,,Pertamina Geothermal Energy [100%],1.1745451,124.7953847,exact,,,Asia,G100000700357,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,flash steam - single
Indonesia,Lahendong geothermal power plant,7,,20.0,announced,2027,,,Pertamina Geothermal Energy,1.1745451,124.7953847,approximate,,,Asia,G100001030452,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
Indonesia,Lahendong geothermal power plant,8,,20.0,announced,2027,,,Pertamina Geothermal Energy,1.1745451,124.7953847,approximate,,,Asia,G100001030453,L100000700205,https://www.gem.wiki/Lahendong_geothermal_power_plant,unknown type
United States,Lake View geothermal plant,17,,118.0,operating,1982,,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700139,L100000700085,https://www.gem.wiki/Lake_View_geothermal_plant,dry steam
Germany,Landau geothermal power plant,--,Geothermiekraftwerk Landau,3.0,operating,2007,,,,49.18624421,8.122789508,exact,,,Europe,G100001048262,L100001042910,https://www.gem.wiki/Landau_geothermal_power_plant,binary cycle
Laos,Laos North geothermal power plant,1,,1000.0,pre-construction,,,,Lao Development and Investment (LDIC) [50%]; GEIOS Next Gen Hybrid Geothermal Solution [50%],20.2762,102.6244,approximate,,Luang Prabang Province,Asia,G100000700390,L100000700219,https://www.gem.wiki/Laos_North_geothermal_power_plant,unknown type
Laos,Laos South geothermal power plant,2,,1000.0,pre-construction,,,,Lao Development and Investment (LDIC) [50%]; GEIOS Next Gen Hybrid Geothermal Solution [50%],16.2817,106.151,approximate,,Luang Prabang Province,Asia,G100000700391,L100000700220,https://www.gem.wiki/Laos_South_geothermal_power_plant,unknown type
Costa Rica,Las Pailas geothermal power plant,1,Planta geotérmica Las Pailas,35.0,operating,2011,,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE) [100%],10.7573,-85.3596,exact,,,Americas,G100000700141,L100000700086,https://www.gem.wiki/Las_Pailas_geothermal_power_plant,binary cycle
Costa Rica,Las Pailas geothermal power plant,2,Planta geotérmica Las Pailas,55.0,operating,2019,,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE) [100%],10.758,-85.3464,exact,Liberia,,Americas,G100000700140,L100000700086,https://www.gem.wiki/Las_Pailas_geothermal_power_plant,binary cycle
Canada,Latitude 53 geothermal power plant,--,,10.0,announced,,,,Novus Earth; E2E Energy Solutions,53.39948813,-117.5795006,approximate,,,Americas,G100001030292,L100001025595,https://www.gem.wiki/Latitude_53_geothermal,enhanced geothermal systems (EGS)
Croatia,Legrad geothermal power plant,1,Projekt geotermalne elektrane Legrad,40.0,pre-construction,2028,,,Terra Energy Generation doo,46.3172137,16.8598062,approximate,,,Europe,G100001048253,L100001042907,https://www.gem.wiki/Legrad_geothermal_power_plant,binary cycle
Croatia,Legrad geothermal power plant,2,Projekt geotermalne elektrane Legrad,40.0,pre-construction,2030,,,Terra Energy Generation doo,46.3172137,16.8598062,approximate,,,Europe,G100001048254,L100001042907,https://www.gem.wiki/Legrad_geothermal_power_plant,binary cycle
Italy,Le Prata geothermal power plant,--,Centrale Geotermica Le Prata,20.0,operating,1996,,,,43.21699,10.90573,approximate,,,Europe,G100001048322,L100001042941,https://www.gem.wiki/Le_Prata,dry steam
United States,Lightning Dock geothermal power plant,1,,1.0,operating,2013,,,Zanskar Geothermal & Minerals,32.1447,-108.8383,exact,,New Mexico,Americas,G100000700501,L100000700275,https://www.gem.wiki/Lightning_Dock_geothermal_power_plant,binary cycle
United States,Lightning Dock geothermal power plant,2,,1.0,operating,2013,,,Zanskar Geothermal & Minerals,32.1447,-108.8383,exact,,New Mexico,Americas,G100000700502,L100000700275,https://www.gem.wiki/Lightning_Dock_geothermal_power_plant,binary cycle
United States,Lightning Dock geothermal power plant,3,,1.0,operating,2013,,,Zanskar Geothermal & Minerals,32.1447,-108.8383,exact,,New Mexico,Americas,G100000700503,L100000700275,https://www.gem.wiki/Lightning_Dock_geothermal_power_plant,binary cycle
United States,Lightning Dock geothermal power plant,4,,1.0,operating,2013,,,Zanskar Geothermal & Minerals,32.1447,-108.8383,exact,,New Mexico,Americas,G100000700504,L100000700275,https://www.gem.wiki/Lightning_Dock_geothermal_power_plant,binary cycle
United States,Lightning Dock geothermal power plant,5,,15.0,operating,2018,,,Zanskar Geothermal & Minerals,32.1447,-108.8383,exact,,New Mexico,Americas,G100000700505,L100000700275,https://www.gem.wiki/Lightning_Dock_geothermal_power_plant,binary cycle
Papua New Guinea,Lihir Island geothermal power plant,2,,30.0,operating,2007,,Newcrest Mining Limited,Newcrest Mining Limited [100%],-3.1245,152.6464,exact,,New Ireland,Oceania,G100000700142,L100000700087,https://www.gem.wiki/Lihir_Island_geothermal_power_plant,flash steam - single
Papua New Guinea,Lihir Island geothermal power plant,3,,20.0,cancelled,,,Newcrest Mining Limited,Newcrest Mining Limited [100%],-3.1245,152.6464,exact,,New Ireland,Oceania,G100000700143,L100000700087,https://www.gem.wiki/Lihir_Island_geothermal_power_plant,unknown type
Australia,Limestone Coast geothermal power plant,1,,50.0,cancelled,,,Scopenergy,Scopenergy Ltd [100%],-37.0471,140.0019,approximate,,South Australia,Oceania,G100000700144,L100000700088,https://www.gem.wiki/Limestone_Coast_geothermal_power_plant,unknown type
Kenya,Longonot geothermal power plant,1,,35.0,pre-construction,2027,,Pertamina Geothermal Energy,,-0.8964646,36.4761962,approximate,,,Africa,G100001005204,L100001004450,https://www.gem.wiki/Longonot_geothermal_power_plant,unknown type
Kenya,Longonot geothermal power plant,2,,105.0,pre-construction,,,Pertamina Geothermal Energy,,-0.8964646,36.4761962,approximate,,,Africa,G100001048465,L100001004450,https://www.gem.wiki/Longonot_geothermal_power_plant,unknown type
Mexico,Los Azufres geothermal power plant,Phase 1 - 17,Central geotérmica Los Azufres 3,50.0,operating,2015,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7901,-100.6668,exact,,Michoacán,Americas,G100000700145,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,flash steam - single
Mexico,Los Azufres geothermal power plant,"Phase 2, U-18",Central geotérmica Los Azufres 3,27.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7904,-100.6667,exact,,Michoacán,Americas,G100000700399,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,flash steam - single
Mexico,Los Azufres geothermal power plant,U-14,Central geotérmica Los Azufres 3,26.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7904,-100.6667,exact,,Michoacán,Americas,G100000700396,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,flash steam - single
Mexico,Los Azufres geothermal power plant,U-15,Central geotérmica Los Azufres 3,26.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7904,-100.6667,exact,,Michoacán,Americas,G100000700397,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,flash steam - single
Mexico,Los Azufres geothermal power plant,U-16,Central geotérmica Los Azufres 3,26.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7904,-100.6667,exact,,Michoacán,Americas,G100000700398,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,flash steam - single
Mexico,Los Azufres geothermal power plant,U-2,Central geotérmica Los Azufres 3,5.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.7904,-100.6667,exact,,Michoacán,Americas,G100000700400,L100000700089,https://www.gem.wiki/Los_Azufres_geothermal_power_plant,unknown type
Mexico,Los Humeros 2 geothermal power plant,A,,25.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.67128,-97.4556646,exact,,Puebla,Americas,G100000700401,L100000700222,https://www.gem.wiki/Los_Humeros_2_geothermal_power_plant,unknown type
Mexico,Los Humeros 2 geothermal power plant,B,,25.0,operating,,,Comision Federal De Electricidad,Comision Federal De Electricidad [100%],19.67128,-97.4556646,exact,,Puebla,Americas,G100000700402,L100000700222,https://www.gem.wiki/Los_Humeros_2_geothermal_power_plant,unknown type
Mexico,Los Humeros 3 geothermal power plant,A,,25.0,operating,2017,,Comision Federal De Electricidad,Comision Federal De Electricidad,19.6465,-97.4375,exact,,Veracruz,Americas,G100000700403,L100000700223,https://www.gem.wiki/Los_Humeros_3_geothermal_power_plant,flash steam - single
Mexico,Los Humeros 3 geothermal power plant,B,,25.0,cancelled,,,Comision Federal De Electricidad,Comision Federal De Electricidad,19.6465,-97.4375,approximate,,Puebla,Americas,G100000700404,L100000700223,https://www.gem.wiki/Los_Humeros_3_geothermal_power_plant,flash steam - single
