Date Last Researched,Research Status,Researcher,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Capacity [ref],Status,Status [ref],Reactor Type,Reactor Type [ref],Model,Model [ref],Construction Start Date,Construction Start Date [ref],First Criticality Date,First Criticality Date [ref],First Grid Connection,First Grid Connection [ref],Commercial Operation Date,Commercial Operation Date [ref],Retirement Date,Retirement Date [ref],Planned Retirement,Cancellation Year,Cancellation Year [ref],Owner,Owner [ref],Owner Name in Local Language / Script,Operator,Operator [ref],Operator Name in Local Language / Script,Reference Net Capacity (MW),Reference Net Capacity (MW) [ref],Design Net Capacity (MW),Design Net Capacity (MW) [ref],Thermal Capacity (MWt),Thermal Capacity (MWt) [ref],Employment Notes,Employment Notes [ref],Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,Location [ref],WEPP location ID,WEPP unit ID,Other IDs (location),Other IDs (unit),Internal Notes,GEM location ID,GEM unit ID,Wiki URL
2024-05-17,no changes,Ye Huang,India,Narora nuclear power plant,2,,,220.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,pressurized heavy water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,Horizontal Pressure Tube type,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,1977-11-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,1991-10-24,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,1992-01-05,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,1992-07-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,,,,,,Nuclear Power Corporation Of India LTD [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,,Nuclear Power Corporation Of India LTD,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,,202,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,202,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,801,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307,,,28.1560000,78.4089000,exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,https://goo.gl/maps/MLjXbZo354m6X7fc7,1024541,1135327,World Resources Institute: IND0000283,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500219,G100000500529,https://www.gem.wiki/Narora_nuclear_power_plant
2024-05-28,updated,Janna Smith,United States,Natrium nuclear power plant,--,,Terrapower-I-1,345.0,https://www.terrapower.com/natrium-project-update/,pre-construction,"https://www.terrapower.com/terrapower-submits-cpa-nrc/, https://www.terrapower.com/natrium-project-update/",liquid-metal-cooled fast reactor,https://www.neimagazine.com/news/newsterrapowers-natrium-reactor-project-delayed-by-lack-of-haleu-10443311,unknown,,2024,https://www.terrapower.com/natrium-project-update/,,,,,2030,https://world-nuclear-news.org/Articles/Two-more-Natrium-units-for-coal-to-nuclear-switchi,,,,,,Terrapower LLC [100%],https://www.terrapower.com/natrium-project-update/,,Terrapower LLC,https://www.terrapower.com/natrium-project-update/,,,,,,,,,,41.7924000,-110.5374000,approximate,Kemmerer,Lincoln,,Wyoming,Northern America,Americas,https://www.terrapower.com/natrium-project-update/,1138587,1312866,,,,L100000500364,G100000501003,https://www.gem.wiki/Natrium_nuclear_power_plant
2024-05-14,no changes,Janna Smith,Azerbaijan,Navai New nuclear power plant,1,,,1500.0,https://www.nti.org/analysis/articles/azerbaijan-overview/,cancelled,https://www.nti.org/analysis/articles/azerbaijan-overview/,unknown,,unknown,,,,,,,,,,,,,2013,https://www.nti.org/analysis/articles/azerbaijan-overview/,,,,,,,,,,,,,,,40.0161000,49.1355000,approximate,Navahi,,,Hajigabul District,Western Asia,Asia,"https://goo.gl/maps/JZHpZinMYenFzv6e8,https://www.neimagazine.com/features/featurenuclear-newcomers-surge-9829730/",,,,,,L100000500382,G100000501049,https://www.gem.wiki/Navai_New_nuclear_power_plant
2024-05-14,no changes,Janna Smith,Azerbaijan,Navai Original nuclear power plant,1,,,1000.0,https://www.nti.org/analysis/articles/azerbaijan-overview/,cancelled,https://www.nti.org/analysis/articles/azerbaijan-overview/,unknown,,unknown,,,,,,,,,,,,,1986,https://www.nti.org/analysis/articles/azerbaijan-overview/,,,,,,,,,,,,,,,40.0161000,49.1355000,approximate,Navahi,,,Hajigabul District,Western Asia,Asia,"https://goo.gl/maps/JZHpZinMYenFzv6e8,https://www.neimagazine.com/features/featurenuclear-newcomers-surge-9829730/",1069069,1202600,,,,L100000500383,G100000501050,https://www.gem.wiki/Navai_Original_nuclear_power_plant
2024-05-15,no changes,Janna Smith,Uzbekistan,Navoi nuclear power plant,1,,,1200.0,https://eurasianet.org/uzbekistan-russia-agree-on-site-for-nuclear-plant,announced,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,pressurized water reactor,https://en.wikipedia.org/wiki/VVER,VVER-1200,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,2023,https://24.kz/ru/news/in-the-world/item/573333-aes-v-dzhizakskoj-oblasti-nachnut-stroit-v-2023-godu,,,,,2028,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,,,,,,UzAtom; Rosatom [100%],"https://russiabusinesstoday.com/energy/russia-uzbekistan-advance-with-nuclear-power-plant-project/, https://world-nuclear.org/information-library/country-profiles/countries-t-z/uzbekistan.aspx",,,,,,,,,,,,,40.5170100,67.4255000,approximate,,,Forish District,Jizzakh Region,Central Asia,Asia,https://24.kz/ru/news/in-the-world/item/573333-aes-v-dzhizakskoj-oblasti-nachnut-stroit-v-2023-godu,1124169,1292865,,,,L100000500370,G100000501013,https://www.gem.wiki/Navoi_nuclear_power_plant
2024-05-15,no changes,Janna Smith,Uzbekistan,Navoi nuclear power plant,2,,,1200.0,https://eurasianet.org/uzbekistan-russia-agree-on-site-for-nuclear-plant,announced,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,pressurized water reactor,https://en.wikipedia.org/wiki/VVER,VVER-1200,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,2023,https://24.kz/ru/news/in-the-world/item/573333-aes-v-dzhizakskoj-oblasti-nachnut-stroit-v-2023-godu,,,,,2030,https://www.world-nuclear-news.org/Articles/IAEA-completes-siting-review-for-Uzbekistan,,,,,,UzAtom; Rosatom [100%],"https://russiabusinesstoday.com/energy/russia-uzbekistan-advance-with-nuclear-power-plant-project/, https://world-nuclear.org/information-library/country-profiles/countries-t-z/uzbekistan.aspx",,,,,,,,,,,,,40.5170100,67.4255000,approximate,,,Forish District,Jizzakh Region,Central Asia,Asia,https://24.kz/ru/news/in-the-world/item/573333-aes-v-dzhizakskoj-oblasti-nachnut-stroit-v-2023-godu,1124169,1292866,,,,L100000500370,G100000501014,https://www.gem.wiki/Navoi_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,Neckarwestheim nuclear power plant,1,,GKN,840.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,unknown,,1972-02-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,1976-05-26,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,1976-06-03,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,1976-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,2011-08-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,,,,EnBW Energie Baden-Württemberg AG [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,,EnBW Kernkraft GMBH,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,,785,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,805,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,2497,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88,,,49.0408000,9.1759000,exact,,Landkreis Ludwigsburg,,Baden-Württemberg,Western Europe,Europe,https://goo.gl/maps/iw5ZCidKuSpWqMoZ6,1017670,1135550,,,"Phase 2: Auto-scrape

Phase 1: Auto-scrape",L100000500029,G100000500357,https://www.gem.wiki/Neckarwestheim_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,Neckarwestheim nuclear power plant,2,,GKN,1400.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,Konvoi,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,1982-11-09,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,1988-12-29,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,1989-01-03,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,1989-04-15,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,2023-04-15,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,,,,EnBW Kernkraft GMBH [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,,EnBW Kernkraft GMBH,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,,1310,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,1225,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,3850,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119,,,49.0408000,9.1759000,exact,,Landkreis Ludwigsburg,,Baden-Württemberg,Western Europe,Europe,https://goo.gl/maps/iw5ZCidKuSpWqMoZ6,1017670,1135551,,World Resources Institute: WRI1005974,"Phase 2: Auto-scrape

Phase 1: Auto-scrape",L100000500029,G100000500046,https://www.gem.wiki/Neckarwestheim_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,New England nuclear power plant,1,,NEP,1150.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States,unknown,,,,,,,,,,,,,1979,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,New England Power CO [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,41.3742000,-71.6547000,exact,,South County,,Rhode Island,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250/,58894,35704,,,,L100000500488,G100000501399,https://www.gem.wiki/New_England_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,New England nuclear power plant,2,,NEP,1150.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States,unknown,,,,,,,,,,,,,1979,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,New England Power CO [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,41.3742000,-71.6547000,exact,,South County,,Rhode Island,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250/,58894,35705,,,,L100000500488,G100000501400,https://www.gem.wiki/New_England_nuclear_power_plant
2024-05-14,updated,Vanessa Levy,Germany,Niederaichbach nuclear power plant,1,,KKN,106.0,https://world-nuclear.org/information-library/country-profiles/countries-g-n/germany.aspx,retired,https://world-nuclear.org/information-library/country-profiles/countries-g-n/germany.aspx,heavy water gas-cooled reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,pressure tube reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,1966-06-01,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,,,,,1973,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,1974-07-31,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,,,,Karlsruhe Institute For Technology [100%],https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,,Kernkraftwerk Niederaichbach GMBH,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,,100,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,100,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,321,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84,,,48.6047000,12.3039000,exact,,Landkreis Landshut,,Bavaria,Western Europe,Europe,"https://www.google.com/maps/place/Ehemaliger+Reaktor+Kernkraftwerk+Niederaichbach/@48.6048111,12.3024223,16.72z/data=!4m13!1m7!3m6!1s0x0:0x32400479477b015!2zNDjCsDM2JzE3LjAiTiAxMsKwMTgnMTQuMCJF!3b1!8m2!3d48.604722!4d12.303889!3m4!1s0x477587475a587eff:0x69db820f6a420c0b!8m2!3d48.6045575!4d12.3041943?hl=en",1067390,1199706,,,,L100000500273,G100000500636,https://www.gem.wiki/Niederaichbach_nuclear_power_plant
2024-05-09,no changes,Vanessa Levy,Switzerland,Niederamt nuclear power plant,--,,,1600.0,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,unknown,,unknown,,,,,,,,,,,,,2011,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,,,,,,,,,,,,,,,47.3659000,7.9742000,approximate,Däniken,Olten,,Solothurn,Western Europe,Europe,https://en.wikipedia.org/wiki/Niederamt_Nuclear_Power_Plant,1073506,1211367,,,,L100000500449,G100000501295,https://www.gem.wiki/Niederamt_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,Nine Mile Point nuclear power plant,1,,,642.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,BWR-2 (Mark 1),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,1965-04-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,1969-09-05,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,1969-11-09,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,1969-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,,,,,,Exelon Nuclear; Electricité De France (EDF) [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,,Exelon Generation CO LLC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,,613,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,620,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,1850,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=607,,,43.5205000,-76.4068000,exact,,Oswego County,,New York,Northern America,Americas,https://goo.gl/maps/USTCEaiSXZv1Zwg6A,"62673, 27841",14818,World Resources Institute: USA0002589,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500009,G100000500403,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,Nine Mile Point nuclear power plant,2,,,1320.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,BWR-5 (Mark 2),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,1975-08-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,1987-05-23,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,1987-08-08,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,1988-03-11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,,,,,,Exelon Nuclear; Electricité De France (EDF) [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,,Exelon Generation CO LLC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,,1277,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,1100,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,3988,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=711,,,43.5205000,-76.4068000,exact,,Oswego County,,New York,Northern America,Americas,https://goo.gl/maps/USTCEaiSXZv1Zwg6A,"62673, 27841",14819,World Resources Institute: USA0002589,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500009,G100000500015,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-28,no changes,Janna Smith,United States,Nine Mile Point nuclear power plant,3,,,1600.0,https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States,cancelled,"https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States, https://www.nrc.gov/reactors/new-reactors/large-lwr/col/nine-mile-point.html",pressurized water reactor,https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States,unknown,,,,,,,,,,,,,2013,https://en.wikipedia.org/wiki/List_of_canceled_nuclear_reactors_in_the_United_States,Niagara Mohawk Power CO [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,43.5205000,-76.4068000,exact,,Oswego County,,New York,Northern America,Americas,https://goo.gl/maps/USTCEaiSXZv1Zwg6A,"62673, 27841",35543,World Resources Institute: USA0002589,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500009,G100000501401,https://www.gem.wiki/Nine_Mile_Point_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Ningde nuclear power plant,1,宁德核电厂,,1089.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,operating,http://www.ndnp.com.cn/ndnp/c101496/listtt.shtml,pressurized water reactor,http://www.ndnp.com.cn/ndnp/c101496/listtt.shtml,CPR-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,2008-02-18,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,2012-11-24,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,2012-12-28,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,2013-04-15,http://www.ndnp.com.cn/ndnp/c101496/listtt.shtml,,,,,,CGN Ninghe Investment CO LTD [100%],https://www.qcc.com/firm/a464f954ba55caa34eee4a3f95867e03.html,中广核宁核投资有限公司,Fujian Ningde Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk07/202203/t20220315_971476.html,福建宁德核电有限公司,1018,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,1018,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,2905,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=921,,,27.0448700,120.2852120,exact,Taimushan,Fuding City,Ningde,Fujian,Eastern Asia,Asia,https://www.mee.gov.cn/ywgz/hjyxpj/jsxmhjyxpj/nscxmgs/201605/W020160522152003914968.pdf,1069414,1203224,,,,L100000500358,G100000500983,https://www.gem.wiki/Ningde_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Ningde nuclear power plant,2,宁德核电厂,,1089.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,operating,http://www.ndnp.com.cn/ndnp/c101496/listtt.shtml,pressurized water reactor,http://www.ndnp.com.cn/ndnp/c101496/listtt.shtml,CPR-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,2008-11-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,2013-12-20,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,2014-01-04,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,2014-05-04,http://www.gov.cn/xinwen/2014-05/05/content_2671364.htm,,,,,,CGN Ninghe Investment CO LTD [100%],https://www.qcc.com/firm/a464f954ba55caa34eee4a3f95867e03.html,中广核宁核投资有限公司,Fujian Ningde Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk07/202203/t20220315_971476.html,福建宁德核电有限公司,1018,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,1018,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,2905,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=922,,,27.0448700,120.2852120,exact,Taimushan,Fuding City,Ningde,Fujian,Eastern Asia,Asia,https://www.mee.gov.cn/ywgz/hjyxpj/jsxmhjyxpj/nscxmgs/201605/W020160522152003914968.pdf,1069414,1203225,,,,L100000500358,G100000500984,https://www.gem.wiki/Ningde_nuclear_power_plant
